key_loja,cod_produto,dt_estoque,qt_estoque,is_ruptura,qtd_vendas,tipo_demanda,qtd_venda_interp,des_estado_franquia,categoria_produto,sub_categoria_produto,linha_produto,vlr_venda_tabelado_mean,qtd_vendas_media_1d,qtd_vendas_mediana_1d,qtd_vendas_max_1d,qtd_vendas_min_1d,qtd_vendas_media_7d,qtd_vendas_mediana_7d,qtd_vendas_max_7d,qtd_vendas_min_7d,qtd_vendas_media_30d,qtd_vendas_mediana_30d,qtd_vendas_max_30d,qtd_vendas_min_30d,qtd_vendas_media_60d,qtd_vendas_mediana_60d,qtd_vendas_max_60d,qtd_vendas_min_60d,media_1d_7d_ratio_qtd_vendas,media_1d_30d_ratio_qtd_vendas,media_1d_60d_ratio_qtd_vendas,media_7d_30d_ratio_qtd_vendas,media_7d_60d_ratio_qtd_vendas,media_30d_60d_ratio_qtd_vendas,mediana_1d_7d_ratio_qtd_vendas,mediana_1d_30d_ratio_qtd_vendas,mediana_1d_60d_ratio_qtd_vendas,mediana_7d_30d_ratio_qtd_vendas,mediana_7d_60d_ratio_qtd_vendas,mediana_30d_60d_ratio_qtd_vendas,max_1d_7d_ratio_qtd_vendas,max_1d_30d_ratio_qtd_vendas,max_1d_60d_ratio_qtd_vendas,max_7d_30d_ratio_qtd_vendas,max_7d_60d_ratio_qtd_vendas,max_30d_60d_ratio_qtd_vendas,min_1d_7d_ratio_qtd_vendas,min_1d_30d_ratio_qtd_vendas,min_1d_60d_ratio_qtd_vendas,min_7d_30d_ratio_qtd_vendas,min_7d_60d_ratio_qtd_vendas,min_30d_60d_ratio_qtd_vendas,vlr_venda_tabelado_mean_media_1d,vlr_venda_tabelado_mean_mediana_1d,vlr_venda_tabelado_mean_max_1d,vlr_venda_tabelado_mean_min_1d,vlr_venda_tabelado_mean_media_7d,vlr_venda_tabelado_mean_mediana_7d,vlr_venda_tabelado_mean_max_7d,vlr_venda_tabelado_mean_min_7d,vlr_venda_tabelado_mean_media_30d,vlr_venda_tabelado_mean_mediana_30d,vlr_venda_tabelado_mean_max_30d,vlr_venda_tabelado_mean_min_30d,vlr_venda_tabelado_mean_media_60d,vlr_venda_tabelado_mean_mediana_60d,vlr_venda_tabelado_mean_max_60d,vlr_venda_tabelado_mean_min_60d,media_1d_7d_ratio_vlr_venda_tabelado_mean,media_1d_30d_ratio_vlr_venda_tabelado_mean,media_1d_60d_ratio_vlr_venda_tabelado_mean,media_7d_30d_ratio_vlr_venda_tabelado_mean,media_7d_60d_ratio_vlr_venda_tabelado_mean,media_30d_60d_ratio_vlr_venda_tabelado_mean,mediana_1d_7d_ratio_vlr_venda_tabelado_mean,mediana_1d_30d_ratio_vlr_venda_tabelado_mean,mediana_1d_60d_ratio_vlr_venda_tabelado_mean,mediana_7d_30d_ratio_vlr_venda_tabelado_mean,mediana_7d_60d_ratio_vlr_venda_tabelado_mean,mediana_30d_60d_ratio_vlr_venda_tabelado_mean,max_1d_7d_ratio_vlr_venda_tabelado_mean,max_1d_30d_ratio_vlr_venda_tabelado_mean,max_1d_60d_ratio_vlr_venda_tabelado_mean,max_7d_30d_ratio_vlr_venda_tabelado_mean,max_7d_60d_ratio_vlr_venda_tabelado_mean,max_30d_60d_ratio_vlr_venda_tabelado_mean,min_1d_7d_ratio_vlr_venda_tabelado_mean,min_1d_30d_ratio_vlr_venda_tabelado_mean,min_1d_60d_ratio_vlr_venda_tabelado_mean,min_7d_30d_ratio_vlr_venda_tabelado_mean,min_7d_60d_ratio_vlr_venda_tabelado_mean,min_30d_60d_ratio_vlr_venda_tabelado_mean,qt_estoque_media_1d,qt_estoque_mediana_1d,qt_estoque_max_1d,qt_estoque_min_1d,qt_estoque_media_7d,qt_estoque_mediana_7d,qt_estoque_max_7d,qt_estoque_min_7d,qt_estoque_media_30d,qt_estoque_mediana_30d,qt_estoque_max_30d,qt_estoque_min_30d,qt_estoque_media_60d,qt_estoque_mediana_60d,qt_estoque_max_60d,qt_estoque_min_60d,media_1d_7d_ratio_qt_estoque,media_1d_30d_ratio_qt_estoque,media_1d_60d_ratio_qt_estoque,media_7d_30d_ratio_qt_estoque,media_7d_60d_ratio_qt_estoque,media_30d_60d_ratio_qt_estoque,mediana_1d_7d_ratio_qt_estoque,mediana_1d_30d_ratio_qt_estoque,mediana_1d_60d_ratio_qt_estoque,mediana_7d_30d_ratio_qt_estoque,mediana_7d_60d_ratio_qt_estoque,mediana_30d_60d_ratio_qt_estoque,max_1d_7d_ratio_qt_estoque,max_1d_30d_ratio_qt_estoque,max_1d_60d_ratio_qt_estoque,max_7d_30d_ratio_qt_estoque,max_7d_60d_ratio_qt_estoque,max_30d_60d_ratio_qt_estoque,min_1d_7d_ratio_qt_estoque,min_1d_30d_ratio_qt_estoque,min_1d_60d_ratio_qt_estoque,min_7d_30d_ratio_qt_estoque,min_7d_60d_ratio_qt_estoque,min_30d_60d_ratio_qt_estoque,day_of_the_week
148165,3,82037,2024-08-15,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3
148567,8,49880,2024-08-15,15.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,158.01666666666662,149.7,249.5,149.7,163.8383333333333,149.7,449.1,149.7,1.0,0.9473684210526317,0.9137055837563453,0.9473684210526317,0.9137055837563453,0.964467005076142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.3333333333333333,0.6,0.3333333333333333,0.5555555555555556,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,5.428571428571429,2.0,15.0,1.0,4.9,4.5,15.0,0.0,8.183333333333334,7.5,18.0,0.0,2.763157894736842,3.061224489795918,1.8329938900203666,1.107871720116618,0.6633692173407041,0.5987780040733198,7.5,3.3333333333333335,2.0,0.4444444444444444,0.26666666666666666,0.6,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,15.0,inf,inf,inf,inf,,3
148813,3,48253,2024-08-16,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4
148872,3,77690,2024-08-16,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.0,1.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.11666666666666667,0.0,1.0,0.0,3.5,7.5,8.571428571428571,2.142857142857143,2.4489795918367343,1.1428571428571428,inf,inf,inf,,,,1.0,1.0,1.0,1.0,1.0,1.0,inf,inf,inf,,,,4
148877,3,82037,2024-08-16,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4
149279,8,49880,2024-08-16,15.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,154.69,149.7,187.125,149.7,163.8383333333333,149.7,449.1,149.7,1.0,0.9677419354838709,0.9137055837563453,0.9677419354838709,0.9137055837563453,0.9441624365482235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999999,0.3333333333333333,0.7999999999999999,0.3333333333333333,0.41666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,7.285714285714286,2.0,15.0,1.0,4.966666666666667,4.5,15.0,0.0,8.133333333333333,7.5,18.0,0.0,2.058823529411765,3.0201342281879193,1.8442622950819674,1.4669223394055608,0.8957845433255269,0.6106557377049181,7.5,3.3333333333333335,2.0,0.4444444444444444,0.26666666666666666,0.6,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,15.0,inf,inf,inf,inf,,4
149525,3,48253,2024-08-17,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5
149584,3,77690,2024-08-17,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,1.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.11666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,2.142857142857143,2.4489795918367343,1.1428571428571428,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,5
149589,3,82037,2024-08-17,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5
149991,8,49880,2024-08-17,15.0,0,2.0,Intermittent,2.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,154.69,149.7,187.125,149.7,163.8383333333333,149.7,449.1,149.7,1.0,0.9677419354838709,0.9137055837563453,0.9677419354838709,0.9137055837563453,0.9441624365482235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999999,0.3333333333333333,0.7999999999999999,0.3333333333333333,0.41666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,9.142857142857142,15.0,15.0,1.0,5.2,4.5,15.0,0.0,8.083333333333334,7.5,18.0,0.0,1.640625,2.8846153846153846,1.8556701030927834,1.758241758241758,1.1310751104565535,0.6432989690721649,1.0,3.3333333333333335,2.0,3.3333333333333335,2.0,0.6,1.0,1.0,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,15.0,inf,inf,inf,inf,,5
150237,3,48253,2024-08-18,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6
150296,3,77690,2024-08-18,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.11666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.0714285714285714,1.2244897959183672,1.1428571428571428,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,6
150301,3,82037,2024-08-18,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,6
150703,8,49880,2024-08-18,13.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,2.0,2.0,2.0,2.0,0.2857142857142857,0.0,2.0,0.0,,,,,,,,,7.0,,,,,,inf,,,,,,1.0,,,,,,inf,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,153.4425,149.7,187.125,149.7,163.8383333333333,149.7,449.1,149.7,1.0,0.975609756097561,0.9137055837563453,0.975609756097561,0.9137055837563453,0.9365482233502539,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999999,0.3333333333333333,0.7999999999999999,0.3333333333333333,0.41666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,15.0,11.0,15.0,15.0,1.0,5.566666666666666,5.0,15.0,0.0,8.033333333333333,7.5,17.0,0.0,1.3636363636363635,2.694610778443114,1.8672199170124482,1.9760479041916168,1.3692946058091287,0.6929460580912863,1.0,3.0,2.0,3.0,2.0,0.6666666666666666,1.0,1.0,0.8823529411764706,1.0,0.8823529411764706,0.8823529411764706,15.0,inf,inf,inf,inf,,6
150949,3,48253,2024-08-19,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0
151008,3,77690,2024-08-19,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.1,0.0,1.0,0.0,0.11666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.4285714285714284,1.2244897959183672,0.8571428571428572,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,0
151013,3,82037,2024-08-19,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0
151415,8,49880,2024-08-19,13.0,0,2.0,Intermittent,2.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,2.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,152.195,149.7,187.125,149.7,163.8383333333333,149.7,449.1,149.7,1.0,0.9836065573770492,0.9137055837563453,0.9836065573770492,0.9137055837563453,0.9289340101522844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999999,0.3333333333333333,0.7999999999999999,0.3333333333333333,0.41666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0,12.714285714285714,15.0,15.0,1.0,6.0,5.0,15.0,0.0,7.966666666666667,7.5,17.0,0.0,1.0224719101123596,2.1666666666666665,1.6317991631799162,2.119047619047619,1.59593544530783,0.7531380753138075,0.8666666666666667,2.6,1.7333333333333334,3.0,2.0,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.7647058823529411,1.0,0.8823529411764706,0.8823529411764706,13.0,inf,inf,inf,inf,,0
151661,3,48253,2024-08-20,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
151720,3,77690,2024-08-20,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.1,0.0,1.0,0.0,0.11666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,1.4285714285714284,1.2244897959183672,0.8571428571428572,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,1
151725,3,82037,2024-08-20,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1
152127,8,49880,2024-08-20,10.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,2.0,2.0,2.0,2.0,0.5714285714285714,0.0,2.0,0.0,,,,,,,,,3.5,,,,,,inf,,,,,,1.0,,,,,,inf,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,150.94749999999996,149.7,187.125,149.7,163.8383333333333,149.7,449.1,149.7,1.0,0.9917355371900828,0.9137055837563453,0.9917355371900828,0.9137055837563453,0.9213197969543147,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7999999999999999,0.3333333333333333,0.7999999999999999,0.3333333333333333,0.41666666666666663,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0,14.428571428571429,15.0,15.0,13.0,6.433333333333334,5.0,15.0,0.0,7.9,7.5,16.0,0.0,0.900990099009901,2.0207253886010363,1.6455696202531644,2.242783123612139,1.8264014466546112,0.8143459915611815,0.8666666666666667,2.6,1.7333333333333334,3.0,2.0,0.6666666666666666,0.8666666666666667,0.8666666666666667,0.8125,1.0,0.9375,0.9375,1.0,inf,inf,inf,inf,,1
152373,3,48253,2024-08-21,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2
152432,3,77690,2024-08-21,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.1,0.0,1.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.4285714285714284,1.4285714285714284,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,2
152437,3,82037,2024-08-21,0.0,1,,Intermittent,0.0,GO,157293.0,483679,390554,224.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,224.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2
152839,8,49880,2024-08-21,10.0,0,0.0,Intermittent,0.0,MG,217.0,422944,390554,149.7,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,2.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,149.7,163.8383333333333,149.7,449.1,149.7,1.0,1.0,0.9137055837563453,1.0,0.9137055837563453,0.9137055837563453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,13.714285714285714,15.0,15.0,10.0,6.633333333333334,5.0,15.0,0.0,7.8,7.5,16.0,0.0,0.7291666666666667,1.507537688442211,1.2820512820512822,2.0674802584350322,1.7582417582417582,0.8504273504273505,0.6666666666666666,2.0,1.3333333333333333,3.0,2.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,1.0,0.9375,0.9375,1.0,inf,inf,inf,inf,,2
153085,3,48253,2024-08-22,0.0,1,,Intermittent,1.0,GO,217.0,422944,731659,170.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,170.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,3
153144,3,77690,2024-08-22,0.0,1,,Intermittent,1.0,GO,217.0,422944,390554,209.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,209.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.1,0.0,1.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.4285714285714284,1.4285714285714284,1.0,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,3
